394 0.01 --
395 0.01 --
396 0.01 --
397 0.01 --
398 0.01 --
399 0.01 --
400 0.01 --
401 0.01 --
402 0.01 --
403 0.01 --
404 0.01 --
405 0.01 --
406 0.01 --
407 0.01 --
408 0.01 --
409 0.01 --
410 0.01 --
411 0.01 --
412 0.01 --
413 0.01 --
414 0.01 --
415 0.01 --
416 0.01 --
417 0.01 --
418 0.01 --
419 0.01 --
420 0.01 --
421 0.01 --
422 0.01 --
423 0.01 --
424 0.01 --
425 0.01 --
426 0.01 --
427 0.01 --
428 0.01 --
429 0.01 --
430 0.01 --
431 0.01 --
432 0.01 --
433 0.01 --
434 0.01 --
435 0.01 --
436 0.01 --
437 0.01 --
438 0.01 --
439 0.01 --
440 0.01 --
441 0.01 --
442 0.01 --
443 0.01 --
444 0.01 --
445 0.01 --
446 0.01 --
447 0.01 --
448 0.01 --
449 0.01 --
450 0.01 --
451 0.01 --
452 0.01 --
453 0.01 --
454 0.01 --
455 0.01 --
456 0.01 --
457 0.01 --
458 0.01 --
459 0.01 --
460 0.01 --
461 0.01 --
462 0.01 --
463 0.01 --
464 0.01 --
465 0.01 --
466 0.01 --
467 0.01 --
468 0.01 --
469 0.01 --
470 0.01 --
471 0.01 --
472 0.01 --
473 0.01 --
474 0.01 --
475 0.01 --
476 0.01 --
477 0.01 --
478 0.01 --
479 0.01 --
480 0.01 --
481 0.01 --
482 0.01 --
483 0.01 --
484 0.01 --
485 0.01 --
486 0.01 --
487 0.01 --
488 0.01 --
489 0.01 --
490 0.01 --
491 0.01 --
492 0.01 --
493 0.01 --
494 0.01 --
495 0.01 --
496 0.01 --
497 0.01 --
498 0.01 --
499 0.01 --
500 0.01 --
501 0.01 --
502 0.01 --
503 0.01 --
504 0.01 --
505 0.01 --
506 0.01 --
507 0.01 --
508 0.01 --
509 0.01 --
510 0.01 --
511 0.01 --
512 0.01 --
513 0.01 --
514 0.01 --
515 0.01 --
516 0.01 --
517 0.01 --
518 0.01 --
519 0.01 --
520 0.01 --
521 0.01 --
522 0.01 --
523 0.01 --
524 0.01 --
525 0.01 --
526 0.01 --
527 0.01 --
528 0.01 --
529 0.01 --
530 0.005 --
531 0.005 --
532 0.005 --
533 0.005 --
534 0.005 --
535 0.005 --
536 0.005 --
537 0.005 --
538 0.005 --
539 0.005 --
540 0.005 --
541 0.005 --
542 0.005 --
543 0.005 --
544 0.07 --
545 0.07 --
546 0.07 --
547 0.07 --
548 0.07 --
549 0.07 --
550 0.07 --
551 0.07 --
552 0.07 --
553 0.07 --
554 0.07 --
555 0.07 --
556 0.07 --
557 0.07 --
558 0.07 --
559 0.07 --
560 0.07 --
561 0.07 --
562 0.07 --
563 0.07 --
564 0.07 --
565 0.07 --
566 0.07 --
567 0.07 --
568 0.07 --
569 0.07 --
570 0.07 --
571 0.07 --
572 0.07 --
573 0.07 --
574 0.07 --
575 0.06 --
576 0.06 --
577 0.06 --
578 0.06 --
579 0.06 --
580 0.06 --
581 0.06 --
582 0.06 --
583 0.06 --
584 0.06 --
585 0.06 --
586 0.06 --
587 0.06 --
588 0.06 --
589 0.06 --
590 0.06 --
591 0.06 --
592 0.06 --
593 0.06 --
594 0.06 --
595 0.06 --
596 0.06 --
597 0.06 --
598 0.06 --
599 0.06 --
600 0.06 --
601 0.06 --
602 0.06 --
603 0.06 --
604 0.06 --
605 0.06 --
606 0.06 --
607 0.06 --
608 0.06 --
609 0.06 --
610 0.06 --
611 0.06 --
612 0.06 --
613 0.06 --
614 0.06 --
615 0.06 --
616 0.06 --
617 0.06 --
618 0.06 --
619 0.06 --
620 0.06 --
621 0.06 --
622 0.06 --
623 0.06 --
624 0.06 --
625 0.06 --
626 0.06 --
627 0.06 --
628 0.06 --
629 0.06 --
630 0.06 --
631 0.06 --
632 0.06 --
633 0.06 --
634 0.06 --
635 0.06 --
636 0.19 --
637 0.19 --
638 0.19 --
639 0.19 --
640 0.19 --
641 0.19 --
642 0.19 --
643 0.19 --
644 0.19 --
645 0.19 --
646 0.19 --
647 0.19 --
648 0.19 --
649 0.19 --
650 0.19 --
651 0.19 --
652 0.19 --
653 0.19 --
654 0.19 --
655 0.19 --
656 0.19 --
657 0.19 --
658 0.19 --
659 0.19 --
660 0.19 --
661 0.19 --
662 0.19 --
663 0.19 --
664 0.19 --
665 0.19 --
666 0.19 --
667 0.21 --
668 0.21 --
669 0.21 --
670 0.21 --
671 0.21 --
672 0.21 --
673 0.21 --
674 0.21 --
675 0.21 --
676 0.21 --
677 0.21 --
678 0.21 --
679 0.21 --
680 0.21 --
681 0.21 --
682 0.21 --
683 0.21 --
684 0.21 --
685 0.21 --
686 0.21 --
687 0.21 --
688 0.21 --
689 0.21 --
690 0.21 --
691 0.21 --
692 0.21 --
693 0.21 --
694 0.21 --
695 0.21 --
696 0.21 --
697 0.30 --
698 0.30 --
699 0.30 --
700 0.30 --
701 0.30 --
702 0.30 --
703 0.30 --
704 0.30 --
705 0.30 --
706 0.30 --
707 0.30 --
708 0.30 --
709 0.30 --
710 0.30 --
711 0.30 --
712 0.30 --
713 0.30 --
714 0.30 --
715 0.30 --
716 0.30 --
717 0.30 --
718 0.30 --
719 0.30 --
720 0.30 --
721 0.30 --
722 0.30 --
723 0.30 --
724 0.30 --
725 0.30 --
726 0.30 --
727 0.30 --
728 0.55 --
729 0.55 --
730 0.55 --
731 0.55 --
732 0.55 --
733 0.55 --
734 0.55 --
735 0.55 --
736 0.55 --
737 0.55 --
738 0.55 --
739 0.55 --
740 0.55 --
741 0.55 --
742 0.55 --
743 0.55 --
744 0.55 --
745 0.55 --
746 0.55 --
747 0.55 --
748 0.55 --
749 0.55 --
750 0.55 --
751 0.55 --
752 0.55 --
753 0.55 --
754 0.55 --
755 0.55 --
756 0.55 --
757 0.55 --
758 0.55 --
759 0.68 --
760 0.68 --
761 0.68 --
762 0.68 --
763 0.68 --
764 0.68 --
765 0.68 --
766 0.68 --
767 1.00 --
768 1.00 --
769 1.00 --
770 1.00 --
771 1.00 --
772 1.00 --
773 1.00 --
774 1.00 --
775 1.00 --
776 1.00 --
777 1.00 --
778 1.00 --
779 1.00 --
780 1.00 --
781 1.00 --
782 1.00 --
783 1.00 --
784 1.00 --
785 1.00 --
786 1.00 --
787 0.78 --
788 0.78 --
789 0.78 --
790 0.78 --
791 0.78 --
